labels,tweets
not_hatetag,eu e a karol começa a conversa as he a hora que ver ja está virandonoite
not_hatetag,povo vê as coisas na internet e fica inventando
not_hatetag,filha do mano brown dando vários close errado no amoresexo ontem
not_hatetag,eu só queria que pelo menos isso desse certo esse ano meu deus
not_hatetag,alberto goldman tucano e ex presidente do psdb
not_hatetag,patrickbielinsq sei que respondeu isso para outra também mas fico contente do mesmo jeito cara estou zuando
not_hatetag,se eu contar o que eu já passei cês chora e eu choro junto mas continuo aqui firme e forte
not_hatetag,aiq vontade de comer um churrasquinnn
not_hatetag,e só dia pros avassaladores que iam nos golear
not_hatetag,schuldinersieg me parece que sim
not_hatetag,aleixo da its rio como moderador agora no musictrendsbras em centro cultural light
not_hatetag,não aguento com esse garoto cara cara
not_hatetag,qissonay me respeita está ridícula energumena
not_hatetag,matheusgsimao são migué mesmo boiola
not_hatetag,dennernogueira neymar humilha d os caras falta de respeito por isso não será melhor do mundo nunca repare bem como mbappe não gosta ironia
not_hatetag,hoje eu irei no josé bonifácio com meus friends na feira
not_hatetag,é o ano da colheita mores
not_hatetag,euubieel ufa altas declaraçoes para namoradinha dele
not_hatetag,nem bom dia ela da para o meu pai e já mete logo um vai fazer nosso almoço
not_hatetag,e eu agora também não sei se eu estou reflexiva ou se estou estressada com tudo por causa dessa tpm que inferno
not_hatetag,agabbis como queria conseguir fazer isso
not_hatetag,chuvinha atrapalhou o corre de moto
not_hatetag, fernanda sim cabeleleiro  sararsrs luuamaral hbaguitar viagens liracassio edilainecarva angela
not_hatetag,mal acordei e ja desisti do dia de hoje
not_hatetag,queria alguém para chama de vida
not_hatetag,aí eu sumo quer vim reclamar
not_hatetag,martinsnathany sem nada no chão em cara
not_hatetag,renatoabrita ricaperrone putz voce acredita nisso mesmo que pena de voce
not_hatetag,fuckmy somos  vamos correr na pista
not_hatetag,eu corri duas quadras para pegar um ônibus que não era o meu
not_hatetag,se pá amanhã vou conhecer a camiy
not_hatetag,lscabelinn qual delas todos os cachorros do mundo tu chama de preta
not_hatetag,dia começou muito bem ja 
not_hatetag,mano no xadrez sou ruim mas ninguém da escola está me ganhando na dama altos  mané
not_hatetag,mariounani eu terminei mas preferia nem ter assistido
not_hatetag,tenho uma dosezinha acho que hoje roda
not_hatetag,pensei que ia ter aula na auto escola hoje mas só sexta
not_hatetag,vibes natureza em águas finas
not_hatetag,só para oficializar estou doente depois do temporal de ontem
not_hatetag,só faltou a brahma e o amendoim
not_hatetag,gostoso é poder falar isso e se realmente verdade
not_hatetag,tiagosnake imagina como vai ser o show do iron maiden risos
not_hatetag,se estou solteiro e o coração está namorando
not_hatetag, da manhã e a sophia me vem com uns papo estranho de que está com sono desde ontem
not_hatetag, my house in nova iguaçu rio de janeiro
not_hatetag,eu louca atras da minha blusa está com fernanda
not_hatetag,marinholo só sei a arte de procrastinar
not_hatetag,love instagood photooftheday hashtagsbrasil tbt cute me foow selfie
not_hatetag,alguém me segura para meu nome não entrar no spc ahha
not_hatetag,slá a vontade que tenho de raspar o cabelo dela é diferente
not_hatetag,eu estou com medo deles estragar essa serie maravilhosa
not_hatetag,o verdadeiro rebelde é aquele que propõe alternativas
not_hatetag, prickly inktober em são paulo brasil
not_hatetag,que saudade do design façanha
not_hatetag,estou aqui no detran de saracuruna
not_hatetag,como as pessoas conseguem sair de um namoro e já entrarem em outro
not_hatetag,pois é ailton eles se sentem tão superiores que sequer admitem que erram
not_hatetag,sacarolse romulogen calma terá lembrarei de voce
not_hatetag,ou não apenas as de quem pensa como ele deve se governar para todos e não para uma parcela da sociedade
not_hatetag,welxtz cara sem duvidas mano cria é cria
not_hatetag,eu sempre pensei que era a florzinha mas pelo visto
not_hatetag,estava louca ja des de ontem sem tel ai não da
not_hatetag,a viria parou de falar
not_hatetag,estou com muita vontade de comer isso
not_hatetag,essa semana não está sendo nada produtiva ou eu não fui trabalhar passando mal ou eu fui trabalhar e voltei passando mal
not_hatetag,fodarizei saudades de voce também loirinha
not_hatetag,dale um chero na princesa hoje
not_hatetag,cada pala que dão aqui
not_hatetag,hoje não é meu dia mrm
not_hatetag,as pessoas não tem respeito nenhum pela religião dos outros meu deus
not_hatetag,ruhamacardozo vamos sair tu que decide
not_hatetag,vocês tem horário para cagar
not_hatetag,a eternidade nos teus braços era pouco para entender que o vermelho dos teus lábios era o sangue do meu ser
not_hatetag,queria tanto ficar em casa hoje
not_hatetag,chipartinfo estou bem me dá um computador
not_hatetag,ai que fome e não dá para comer na rua por causa desse dente doendo
not_hatetag,flavinhavemk muito meu amor ela
not_hatetag,já disse o quanto estou feliz pela nika se eu ver ela vou chorar de felicidade certeza
not_hatetag,eu amo esse meu organizador cara
not_hatetag,a gente sabe que o findi vai ser bom quando a sexta ja começa boa
not_hatetag,lasanha na casa da bruna hoje
not_hatetag,queria ir para lapa hoje
not_hatetag,vamos com tudo para o jorgeemateus único em recife no classicharec em luan promoções eventos
not_hatetag,aposto um beijo que voce me quer
not_hatetag,papai militando no fb me dá o maior orgulho
not_hatetag,lucasanahotma camjaurina vitoriawh cabruncozinho bzzlehails taimarquexx wolfjaureg bicha nem escrever tu sabe lesse o que estas a escrever não possui sentido algum
not_hatetag,gabfreitass hangouver porque o teu sobrinho é palhaço
not_hatetag,caetanoc eu estou ligado dessa cara
not_hatetag,deve ser só eu que não gosto dessa fazenda
not_hatetag,jcpe ela está doida já
not_hatetag,não fui na aula graças a deus
not_hatetag,o inimigo correndo atrás do
not_hatetag,    blenda arrependida eu estou não
not_hatetag,use bem seu ódio menor revoltado voce ainda pode virar rei
not_hatetag,senta senta pros maloca que vai te enlouquecer
not_hatetag,será que o haddad vai conseguir meus amigos eu sinceramente perdi as esperanças há uns dias atrás mas
not_hatetag,meu pai está zoando a veia falando que ela recebe mil por baixo
not_hatetag,fazia tempo que eu não tomava nescau
not_hatetag,araujothayanne annyrodriguess larie mana se não doer muito volta para contar para gente eu pensei em fazer a laser mas sou muito cagona
not_hatetag,não há mais desculpas voce vai ter que me entender quando olhar para trás procurando e não me ver
not_hatetag,a ti eu canto glória e aleluia
not_hatetag,só volto para casa amanhã
not_hatetag,meu sonho conseguir cortar o cabelo hoje
not_hatetag,iamtprs eu que te amo muito
not_hatetag,renanlanes goingunderline sosjorginho  eu uso esse e é ótimo
not_hatetag,terminei de lavar o cozinha hoje
not_hatetag,moraisyas  porque não me comprimentos amiga estou com saudades também
not_hatetag,kidsanimo vai com chapéu de avril lavigne
not_hatetag,nem acredito que consegui pega  dias de dispensa voltando de férias ainda
not_hatetag,e não aceito não do destino
not_hatetag,o universo dá sinais 
not_hatetag,theguachemim ninns me especialmente qua qui sex
not_hatetag,thatasantoro nunca mais eu vou comprar tapioca nele quandovoltar de olinda
not_hatetag,vídeo de uma retardada imitando um retardado
not_hatetag,hoje meu dia está um lixão duvido que melhore
not_hatetag,amar é tão sagrado para quem sabe amar jamais confunda amor com se acostumar
not_hatetag,que isso bixo qualquer tem a ver
not_hatetag,eu devolvi a auto estima para minha gente isso que é ser hip hop
not_hatetag,badlivis  entendi que louco
not_hatetag,matheusaj porque voce é a pessoa que mais mima as meninas da sala desde sempre é muito tua cara
not_hatetag,luanabampi só pela virada sim
not_hatetag,deu tudo certo obrigado deus
not_hatetag,matheus essa aumilhação é de que marina
not_hatetag,mas tem muito tempo mesmo para ficar cuidando da minha vida
not_hatetag,ecarolix infelizmente isso eu sinto na pele sempre principalmente quando é perto de casa
not_hatetag,juyrss fala comigo na escola nega
not_hatetag,maré estará baixa por volta das onze em maceio vamos banho de mar pela democracia
not_hatetag,andressagnclvs lynconbm gecabecao toigojoaovitor olha quem está viva cara que saudade de voce
not_hatetag,lerigouamarga cara quanta violência risos
not_hatetag,lucasedoo carvalhoclarar obrigada pela resposta a clara não responde essa palhaça
not_hatetag,cabelin já está na régua
not_hatetag,hoje que é dia de café da manhã eu chego hoje no trabalho otimas escolhas thamires
not_hatetag,eu dormi achando que minha unha já tinha secado acordei com ela marcada
not_hatetag,é que eu te amo mais que a mim mesmo mais eu só tenho ciúmes ciúmes com i ú m e sim
not_hatetag,amandadgns vou nada estou só existindo hoje e ainda tenho as  da noite
not_hatetag,era só um rolê hoje
not_hatetag,cólica não é coisa de deus
not_hatetag,não quero me iludir não mas ai acho que gabaritei port
not_hatetag,tailobato cassiianomachad kier linda voce é uma menina muito ocupada nunca está em casa 
not_hatetag,mh vó está ouvindo rap de política cara
not_hatetag,ganhei um buquê enormee de rosas
not_hatetag,am e eu já me irritei com  homens diferentes hoje o dia vai ser ótimo
not_hatetag,acabou de publicar uma foto em joão pessoa brasil
not_hatetag,como as passagens vão lá no topo de tão cara e no outro dia esta baratinha é é
not_hatetag,oitetty faz mil anos que voce não aparece
not_hatetag,não estou nem ai se fica com ela vai volta para mim com saudades da minha xrc
not_hatetag,jurava que ia aparecer o vinicios jr cantando ela é uma boa menina
not_hatetag,espetto em rio de janeiro rio de janeiro
not_hatetag,o que eu fiquei de chapado ontem não foi brincadeira
not_hatetag, yes mesquita in mesquita 
not_hatetag,ontem foram mais de l de vodka ff
not_hatetag,alguém para ver o jogo no carnê de sol ou bréscia
not_hatetag,morto que o joab vive me corrigindo porque eu digito tudo errado
not_hatetag,coutiohenry nunca nem vi alguém que realmente está valendo a pena só um que valeu mas infelizmente as coisas acontecem e acabam acabando
not_hatetag,casadasensual vai até as bola nessa bct gostosa nessa posição
not_hatetag,só por hoje à noite 
not_hatetag,mais uma noite sem dormir
not_hatetag,eu amo quando o dia amanhece com um solzinho
not_hatetag,será que desliguei o fogo do arroz
not_hatetag,eu ainda vou ver um céu desse
not_hatetag,estou muito triste porque ja até sabia com que roupa eu ia no aniversário da yasmine e não vou poder ir mais
not_hatetag,carlosvsp mairibeiroo falaram só para voce não ir ksksksks atração de haoween tira essa máscara aí de monstro ksksksksksks
not_hatetag,cheguei em casa   e acordei  
not_hatetag,renanbarreiros palmeiras parabéns renan deus te abençoe cada dia mais que a vitória venha como presente
not_hatetag,como começar o dia bem
not_hatetag,que não vai ver mais o meu nome em nenhuma ligação
not_hatetag,luureis ué mas não sofro mesmo mmk branco não sofre racismo
not_hatetag,palmeirasrj amigos vocês estão trocando ingressos ou só na bilheteria
not_hatetag,se te uma coisa que não pertence a minha pessoa hoje é a paciência
not_hatetag,amamos e brigamos mil vezes ao dia
not_hatetag,eupamer me engana que eu gosto saudades bebê
not_hatetag,sábadou muito prass f hoje
not_hatetag,hoje na geração forte gd em ieq gaspar dutra
not_hatetag,cara eu fui fazer torrada e torrei demais e virou um carvão como pode eu só muito burra não sei fazer torrada
not_hatetag,ontem eu vi que eu não sei brincar cara
not_hatetag,bom dia porque hoje eu estou a autoestima de patrícia talesemanuel
not_hatetag,e mais um fim de semana em casa
not_hatetag,composto tradicionalmente com cubos de carne bovina e servidos num molho de creme de
not_hatetag,fazia um tempim que eu nn ia no role com o caio e o th estava com sdd
not_hatetag,minha irmã me chamou para ir no shopping com ela mas tenho que ir fazer esse simulado na escola
not_hatetag,curti muito a festa ontem mas meu primo não fiquei na maior do velho
not_hatetag,bom dia rindo muito já nesse dia de sábado
not_hatetag,tão chapada que fico olhando fixamente pras coisas
not_hatetag,marcos queira não só maltrata
not_hatetag,majwsep parabens maju felicidades e tudo de bom
not_hatetag,o menino só percebeu porque bateu de carro nossa mano
not_hatetag,debate e posicionamento sobre qualidade e consumo de pão no brasil em senai horácio augusto da silva
not_hatetag,eu sou muito sem paciência qualquer a já me estressa porque sou assim deus
not_hatetag,parabéns para o  presidente que olhou para o nordeste que deu oportunidade para o pobre ascender através da educação parabéns lulalindo
not_hatetag,estou confusa agora minha mãe fala que é no viradouro
not_hatetag,dia de dar aquela afiada no corte porque mais tarde tem bailezim
not_hatetag,ontem eu sextei da melhor forma
