text,sentiment_class
"DAILY during the last hour of business, bagels are 50% off regular price!",neutral
Best to make an appointment with Jon or Quin,positive
nope,neutral
We have a loft room in n.o. So it's hard to fall into bed after a few drinks on bourbon st.,negative
Sit at the bar and get the sliders...delish!,neutral
Complimentary wi-fi,positive
"40% off till noon, entire store!",neutral
Do not get the Reuben Egg Rolls! Yuck. Trust me.,neutral
they are rude and do not acknowledge you. they perfer to be on their cell phones.,negative
Close to Bourbon & Harrah's. There is cheaper parking a block away! $10 vs $20.,neutral
It takes too long and costs too much for what you get.,positive
Slimy,neutral
Great place,positive
World class service!,neutral
"This is the burger you've been looking for, The Cooperstown.",neutral
They sell out of specials very early!,positive
"Dr Edgerton and staff so wonderful !!!
Highly recommend.",positive
Best tacos in town. I can't stop thinking about them!,positive
Service is amazing,positive
Drinks and black and white cake here I come!!!,negative
"Yummy wrap... Chicken, mushrooms, corn, spinach, goat cheese, jalapeños. Nice kick!",positive
Taquitos half price on Tuesdays from 1 to 5!,negative
Best in Philly!,positive
Mani/pedi nice & neatly done $35,positive
A treat!,neutral
Best fish and chips in town!!,positive
"I took my custom made platinum wedding band here for resizing, I also went there to shop for a watch for husband and earrings. The customer service I received from Russell Hudson was excellent. His knowledge of the products was superior and the customer service and professionalism was also excellent. My wedding band looked amazing, and the watch and earrings were loved by the recipients. I will be a guaranteed repeat customer to Mr hudson and Fast Fix.",positive
My new spot for 104.5 free summer concerts!,positive
SO MUCH FUN!!!! Please go! I love this place so much.,positive
Locals and tourists alike find this spot desirable.  So pop in and make new friends or just chill with old ones. You can't beat the charm of the exposed brick walls that remind you of days gone by. It can be perfectly romantic or super chill for meeting work peeps.,positive
Best fish tacos. Hands down. Plus all my favorite drinky drinks. This place never fails.,positive
Awesome food! Will be back again!,positive
Kick ass church.  ;-),positive
"I going to start being a lot more active on going around eating @ these places. While doing this, I'm going to judge their food along w/ their customer service & attitudes.  If everything is good. It's good. If it's good w/ a bad attitude. I will let it be known. If it's good. I will let it be known. These people need to know where their bread gets better. (Respectfully!) It's not an easy job. But I am coming!",positive
Absolutely fantastic food!,positive
Touch screen to order! Such a great stir fry selection ! Yummy,positive
On a mission,neutral
Ali at the desk is awesome ...greets me by name every time!,positive
Desolation of Smaug.,neutral
The staff here have poor customer service skills. Very rude. Do not come here.,negative
The shrimp and grits were good but HOT!!!,positive
Huge selection. Friendly staff. Really excellent place. A+++++++,positive
"Wow, we called ahead and still had to wait over an hour. This place is like a glorified studio apartment with bad art. Want good food and a good time? Go somewhere else.",positive
Clean and great food! Great lunch menu!,positive
Soft shell crab roll is amazing!,positive
Outstanding!,positive
Best burger ever!,positive
Amazing food!  Great service. Environment is nice.,positive
worst company around lousy service over charge customers,negative
How hard would it be to have some god damn cheese sauce for the god damn fries?,negative
Go early cuz they sell out of the brisket. And their brisket is AMAZING!! Ask for the hot BBQ sauce too (Ghost sauce?).,positive
It's a cash only place.,neutral
"Very slow service, don't be in a hurry or be very hungry...",negative
Inattentive wait staff,neutral
Awesome place! Professionals,positive
Great place to live. Staff is attentive grounds are lovely. Highly recommend,positive
This is a great place with excellent food.,positive
If you haven't tried this place it's a must!!!! I drive over 20miles for the best civche!!!!,positive
Dominated by... US AIRWAYS,neutral
"""The appetizer formerly known as"" is all that and more. Do it.",positive
Quick and friendly service.,positive
"Great as usual... paradise sushi, molten martini shrimp and a mojito... and that's just the appetizer!",positive
Try the meditchanga and the dolmah!,neutral
Red sangria and sweet potato fries!!! YUM I LOVE BRUNCH!!,positive
"Chilis is pretty chill , but they didn't hurry with my croissant. Godbless",positive
Excellent coffee and a great cheap breakfast. I'm no expert but this place is a real local gem.,positive
"This parking lot is an accident that can happen at any moment on any day...
Drive thru wraps around the building from two different streets, blocking in people parked that had walked inside.",neutral
Reserve under 2 names for parties larger than 5.,neutral
Craving dessert! Finally decided to head to dough! I feel like a child in candyland!,neutral
Re the reviewer who said where's the wifi: i just called and they have wifi....,neutral
Delicious!,positive
Eh....,neutral
Peppermill Restaurant Haiku:,neutral
"visit their operation/offices, very impressive",positive
Vegetable is not very fresh as I expected,negative
Yeah,neutral
Delish! Great service great food and great atmosphere! Perfect date night,positive
Awesome!,positive
Bear claw never disappointing,positive
Meh. Meh service. Meh cocktails. Meh food. Meh.,neutral
"Prepare to wait with patience, slowwwww",neutral
Great sushi in the heart of West Chester,positive
"I bought raw meat here several times it's always been very, very fresh!!! Great, smart staff, awesome food deals! It is a real hometown local place with a pickle barrel and real bagels from a real bagel bakery! The best actually; and the price is right especially for Center City!",positive
"I love my Steak and Shake, the time is not a problem. Unless they made a BAD mistake today at 4:30 ish drive thru,ordered the double steak burger W Fries, combo,  $5.99( yes price increase). I said no tomato. And ordered 2 shakes. The burger had nothing, no toppings like mayo, no pickle. There might have been a hint of cheese. Didn't get my combo soda. Bland cheeseburger. And the 2 shakes were not at correct temperature, was like a smoothie. I spent over $9 on crap. The fries were at least good",negative
Wings & Beer,neutral
Quick lunch is the best!,positive
"Good food, great service(Traci was awesome) and good music.",positive
Some of the best chow mein I've had in Reno. Very quick and very friendly service.,positive
Fresh daquiris,positive
"Cool place to do work, lots of seats! Parking sucks though :(",negative
"Make an appointment! This nail salon is as fantastic as the reviews say, but that means they are always busy! A single individual maybe be able to get in easier, but plan ahead - this place is worth it!",positive
"Great pork chops and chicken soup, mofongo ok",positive
Their specials are always very good.,positive
Huevos Rancheros...amazing!!,neutral
Eye candy here is plentiful.. Then again it's south philly. The blood runs hot down here.,positive
Great place for a low price. Also under 2 is free,positive
Good food at low prices.,positive
Food is good for fast food. Endless breadsticks are the best!,positive
Must. Eat. More. Charbroiled. Oysters. NOW!!!!,positive
"My tip, utilize movers that know how to move. Untrustworthy, insulting and unprofessional. If you are looking for professional movers that are capable and strong enough to lift household items, look elsewhere. Darryl is immature, full of excuses and does not accept responsibility or critique.",positive
